Date,Time,Detection Area,Quadrant,Center X,Center Y,Object Area,Closest Point X,Closest Point Y,Distance,Angle from Center,Angle from Closest,New Angle,
07/05/2023,18:27:55,2,RIGHT,364,246,226.0,363,258,75.45197147855052,-78.589,-121.5442,801.53,
07/05/2023,18:27:56,2,RIGHT,347,257,97.0,345,263,62.24146527838174,-82.5686,-115.594,1045.96,
07/05/2023,18:27:56,2,RIGHT,344,249,310.5,340,260,63.245553203367585,-83.6306,-115.821,940.76,
07/05/2023,18:27:56,2,RIGHT,335,251,514.0,328,268,52.61178575186362,-85.9717,-110.9245,1006.84,
07/05/2023,18:27:56,2,RIGHT,335,251,544.0,328,268,52.61178575186362,-85.9717,-110.9245,1006.84,
07/05/2023,18:27:57,2,RIGHT,331,250,520.5,325,268,52.23983154643591,-87.0575,-110.5109,1001.62,
07/05/2023,18:27:57,2,LEFT,314,249,155.5,309,260,61.0,-91.5985,-111.1613,1443.76,
07/05/2023,18:27:57,2,LEFT,313,248,242.5,314,258,62.289646009589745,-91.8562,-112.4569,1426.41,
07/05/2023,18:27:57,2,LEFT,309,250,257.5,309,260,61.0,-92.9425,-111.1613,1451.62,
07/05/2023,18:27:57,2,LEFT,301,251,367.5,309,268,53.150729063673246,-95.0974,-108.5458,1442.1,
07/05/2023,18:27:57,2,LEFT,301,251,349.5,309,268,53.150729063673246,-95.0974,-108.5458,1442.1,
07/05/2023,18:27:58,2,LEFT,299,255,381.0,304,273,49.64876634922564,-95.7377,-106.3702,1498.43,
07/05/2023,18:27:58,2,LEFT,292,258,399.5,294,273,53.71219600798314,-97.7403,-105.4546,1505.44,
07/05/2023,18:27:58,2,LEFT,286,260,437.5,294,277,50.24937810560445,-99.4623,-104.1947,1490.53,
07/05/2023,18:27:58,2,LEFT,286,260,462.0,294,277,50.24937810560445,-99.4623,-104.1947,1490.53,
07/05/2023,18:27:58,2,LEFT,283,264,561.0,294,280,47.70744176750625,-100.4812,-103.2405,1524.83,
07/05/2023,18:27:58,2,LEFT,274,266,494.5,284,280,53.81449618829484,-103.0791,-102.5288,1460.47,
07/05/2023,18:27:58,2,LEFT,270,268,495.5,279,280,57.28001396647874,-104.311,-102.2005,1442.08,
07/05/2023,18:27:58,2,LEFT,264,267,421.5,274,275,64.35060217278468,-105.8685,-103.3245,1369.08,
07/05/2023,18:27:58,2,LEFT,263,267,417.5,272,277,64.4437739428721,-106.1373,-102.6236,1359.2,
07/05/2023,18:27:59,2,LEFT,258,268,664.5,267,285,63.51377803280167,-107.5535,-100.0743,1319.69,
07/05/2023,18:27:59,2,LEFT,248,268,639.5,257,285,72.069410986909,-110.1707,-99.5969,1230.56,
07/05/2023,18:27:59,2,LEFT,248,268,654.5,257,285,72.069410986909,-110.1707,-99.5969,1230.56,
07/05/2023,18:27:59,2,LEFT,247,268,682.5,257,287,71.11961754677819,-110.4278,-99.0579,1222.29,
07/05/2023,18:27:59,2,LEFT,239,266,1015.5,254,282,76.15773105863909,-112.249,-100.2568,1150.19,
07/05/2023,18:27:59,2,LEFT,234,265,944.0,252,277,80.45495634204272,-113.3721,-101.4658,1111.53,
07/05/2023,18:27:59,2,LEFT,225,262,725.5,239,277,91.706052144883,-115.1875,-100.8194,1045.55,
07/05/2023,18:27:59,2,LEFT,225,262,738.5,239,277,91.706052144883,-115.1875,-100.8194,1045.55,
07/05/2023,18:28:00,2,LEFT,219,264,914.0,234,277,96.15092303249095,-116.7938,-100.5896,1020.0,
07/05/2023,18:28:00,2,LEFT,211,265,745.5,227,277,102.45974819410792,-118.7112,-100.2836,982.8,
07/05/2023,18:28:00,2,LEFT,206,265,688.5,219,275,110.57124400132251,-119.8069,-100.4077,959.66,
07/05/2023,18:28:00,2,LEFT,203,264,717.0,214,275,115.15641536623133,-120.3276,-100.204,944.22,
07/05/2023,18:28:00,2,LEFT,188,267,570.5,199,275,129.0968628588627,-123.8241,-99.6375,890.99,
07/05/2023,18:28:00,2,LEFT,188,267,582.5,199,275,129.0968628588627,-123.8241,-99.6375,890.99,
07/05/2023,18:28:00,2,LEFT,184,263,529.0,197,275,130.97327971765844,-124.0829,-99.5667,870.47,
07/05/2023,18:28:00,2,LEFT,174,271,763.5,187,287,137.03284277865654,-127.1067,-96.7938,849.43,
07/05/2023,18:28:01,2,LEFT,167,273,799.0,182,273,145.7840869230932,-128.6964,-99.4623,830.51,
07/05/2023,18:28:01,2,LEFT,165,271,528.0,174,287,149.68299836654796,-128.7683,-96.4919,822.55,
07/05/2023,18:28:01,2,LEFT,155,272,541.0,172,275,154.69001260585637,-130.6749,-98.7609,796.71,
07/05/2023,18:28:01,2,LEFT,141,276,713.5,154,289,168.8697723099075,-133.5952,-95.7106,766.7,
07/05/2023,18:28:01,2,LEFT,141,276,686.0,154,289,168.8697723099075,-133.5952,-95.7106,766.7,
07/05/2023,18:28:01,2,LEFT,141,276,688.5,154,289,168.8697723099075,-133.5952,-95.7106,766.7,
07/05/2023,18:28:01,2,LEFT,135,280,827.5,152,292,170.31735084835015,-135.1553,-95.1282,756.42,
07/05/2023,18:28:01,2,LEFT,128,282,948.0,142,287,181.0331461362808,-136.5316,-95.8515,743.25,
07/05/2023,18:28:01,2,LEFT,126,283,781.5,139,294,182.8578683021324,-136.9855,-94.5739,739.88,
07/05/2023,18:28:01,2,LEFT,120,285,1022.0,134,297,187.41664813991312,-138.1715,-93.9869,729.52,
07/05/2023,18:28:02,2,LEFT,107,287,898.0,122,292,199.96999774966244,-140.2739,-94.6804,707.76,
07/05/2023,18:28:02,2,LEFT,107,287,892.0,122,292,199.96999774966244,-140.2739,-94.6804,707.76,
07/05/2023,18:28:02,2,LEFT,104,290,1072.0,122,280,202.0,-141.1466,-96.671,704.14,
07/05/2023,18:28:02,2,LEFT,96,292,1281.0,114,297,207.28000385951367,-142.4809,-93.7597,692.46,
07/05/2023,18:28:02,2,LEFT,89,293,1195.0,107,294,214.5809870421888,-143.4889,-94.1654,682.6,
07/05/2023,18:28:02,2,LEFT,82,294,1471.5,102,294,219.5449840010015,-144.4623,-94.1081,673.31,
07/05/2023,18:28:02,2,LEFT,82,294,1466.5,102,294,219.5449840010015,-144.4623,-94.1081,673.31,
07/05/2023,18:28:02,2,LEFT,75,295,1677.5,97,294,224.51057881534223,-145.4022,-94.0523,664.54,
07/05/2023,18:28:02,2,LEFT,69,296,1360.5,89,294,232.4585984643287,-146.2047,-93.9662,657.44,
07/05/2023,18:28:02,2,LEFT,65,297,1491.5,84,292,237.65521244020718,-146.7791,-94.2142,652.98,
07/05/2023,18:28:03,2,LEFT,57,297,1343.0,74,306,246.3980519403512,-147.5852,-92.0559,643.94,
07/05/2023,18:28:03,2,LEFT,57,297,1326.0,74,306,246.3980519403512,-147.5852,-92.0559,643.94,
07/05/2023,18:28:03,2,LEFT,52,293,764.5,67,292,254.54469155729805,-147.4597,-94.0343,637.53,
07/05/2023,18:28:03,3,LEFT,50,292,647.5,62,294,259.3067681338071,-147.5014,-93.7005,0.0,
07/05/2023,18:28:03,3,LEFT,37,293,880.5,54,302,266.60832695172894,-148.8579,-92.5138,0.0,
07/05/2023,18:28:03,3,LEFT,37,293,877.0,54,297,266.9925092582187,-148.8579,-93.2108,0.0,
07/05/2023,18:28:03,2,LEFT,28,302,1361.0,49,318,271.0073799733136,-150.9787,-90.2761,616.46,
07/05/2023,18:28:03,3,LEFT,21,300,1010.5,42,294,279.2131802046601,-151.2555,-93.5256,0.0,
07/05/2023,18:28:04,3,LEFT,21,296,739.5,37,294,284.1918366174511,-150.6695,-93.4844,0.0,
07/05/2023,18:28:04,3,LEFT,15,297,818.5,29,311,291.1391419922783,-151.2975,-91.1853,0.0,
07/05/2023,18:28:04,3,LEFT,15,297,877.0,29,311,291.1391419922783,-151.2975,-91.1853,0.0,
07/05/2023,18:28:04,3,LEFT,9,301,883.0,22,302,298.54312921251426,-152.3403,-92.332,0.0,
07/05/2023,18:28:04,3,LEFT,6,299,566.0,17,299,303.7268509697488,-152.2791,-92.6898,0.0,
07/05/2023,18:28:04,3,LEFT,6,292,165.0,12,302,308.52552568628744,-151.2874,-92.2805,0.0,
07/05/2023,18:28:17,1,LEFT,5,385,166.0,17,390,310.9807067970616,-165.921,-81.0998,306.2,
07/05/2023,18:28:17,1,LEFT,89,413,128.5,97,411,240.85265205099984,-167.55,-76.074,316.8,
07/05/2023,18:28:17,1,LEFT,4,370,267.5,7,348,314.2499005568657,-163.4339,-86.4939,303.93,
07/05/2023,18:28:29,3,RIGHT,451,228,134.5,448,236,153.1012736720371,-60.966,-169.2157,0.0,
07/05/2023,18:28:29,3,RIGHT,451,231,242.5,445,239,148.94965592440957,-60.6539,-166.7989,0.0,
07/05/2023,18:28:37,3,RIGHT,506,225,144.0,500,231,200.80089641234176,-52.1084,157.9769,0.0,
07/05/2023,18:28:37,3,RIGHT,507,225,166.5,498,227,200.83077453418338,-51.9594,159.918,0.0,
07/05/2023,18:28:37,3,RIGHT,505,227,184.0,498,231,199.01004999748127,-52.0247,159.092,0.0,
07/05/2023,18:28:39,3,RIGHT,515,229,120.5,510,234,208.55694665965936,-50.3145,151.8584,0.0,
07/05/2023,18:28:41,3,RIGHT,533,228,232.0,518,231,217.0829334609241,-47.9324,148.7531,0.0,
07/05/2023,18:28:42,3,RIGHT,525,231,128.0,515,231,214.35018077902336,-48.6578,150.1858,0.0,
07/05/2023,18:28:42,3,RIGHT,526,238,91.5,518,241,213.17832910500073,-47.6507,145.6457,0.0,
07/05/2023,18:28:43,3,RIGHT,493,266,106.5,488,270,175.2826289168439,-48.8551,154.359,0.0,
07/05/2023,18:28:44,3,RIGHT,488,266,180.5,478,270,165.72265988693277,-49.6859,164.3578,0.0,
07/05/2023,18:28:44,3,RIGHT,485,267,200.0,475,270,162.8649747490233,-50.0517,167.5926,0.0,
07/05/2023,18:28:44,2,RIGHT,475,255,97.0,465,256,158.4960567332828,-53.4384,179.1048,353.48,
07/05/2023,18:28:44,3,RIGHT,472,250,129.5,460,251,156.08010763707205,-54.6146,-176.6822,0.0,
07/05/2023,18:28:44,2,RIGHT,473,249,277.5,460,251,156.08010763707205,-54.5633,-176.6822,350.6,
07/05/2023,18:28:45,3,RIGHT,471,246,124.5,463,246,161.01242188104618,-55.2912,-179.2258,0.0,
07/05/2023,18:28:46,3,RIGHT,477,244,96.5,470,246,167.2602762164406,-54.487,175.3645,0.0,
07/05/2023,18:28:46,3,RIGHT,474,243,141.0,463,241,163.37074401495514,-55.13,-179.2748,0.0,
07/05/2023,18:28:46,3,RIGHT,477,247,273.5,465,253,159.7310239120754,-54.1142,179.1449,0.0,
07/05/2023,18:28:46,3,RIGHT,478,250,466.5,463,253,157.91770008456936,-53.5609,-179.1449,0.0,
07/05/2023,18:28:47,3,RIGHT,480,252,435.0,465,258,157.69908052997647,-52.9575,179.076,0.0,
07/05/2023,18:28:47,3,RIGHT,481,260,487.0,465,265,155.08062419270823,-51.7189,178.9584,0.0,
07/05/2023,18:28:47,3,RIGHT,483,267,367.0,470,273,157.19096666157378,-50.3953,172.725,0.0,
07/05/2023,18:28:47,3,RIGHT,486,267,348.0,473,270,160.96272860510285,-49.8812,169.796,0.0,
07/05/2023,18:28:47,3,RIGHT,489,270,303.5,475,273,161.96913286178943,-48.9398,166.8274,0.0,
07/05/2023,18:28:47,3,RIGHT,493,272,384.0,478,270,165.72265988693277,-47.9798,164.3578,0.0,
07/05/2023,18:28:47,3,RIGHT,493,272,424.0,478,273,164.84234892769516,-47.9798,163.4127,0.0,
07/05/2023,18:28:47,3,RIGHT,494,268,238.5,483,270,170.49633427144408,-48.4028,159.1932,0.0,
07/05/2023,18:28:48,3,RIGHT,497,265,315.0,483,268,171.09354166653983,-48.3486,159.9285,0.0,
07/05/2023,18:28:48,3,RIGHT,502,263,181.5,490,265,178.67568385205638,-47.84,154.6986,0.0,
07/05/2023,18:28:48,3,RIGHT,500,259,173.0,490,263,179.30142219179413,-48.7153,155.4804,0.0,
07/05/2023,18:28:48,3,RIGHT,500,258,292.0,485,260,175.57049866079439,-48.8535,160.71,0.0,
07/05/2023,18:28:48,3,RIGHT,502,254,491.0,485,260,175.57049866079439,-49.0856,160.71,0.0,
07/05/2023,18:28:48,3,RIGHT,503,254,401.0,488,258,179.075403112767,-48.9302,158.8387,0.0,
07/05/2023,18:28:48,3,RIGHT,502,247,621.0,485,256,176.9773996870787,-50.0131,161.834,0.0,
07/05/2023,18:28:48,3,RIGHT,506,249,688.0,488,260,178.39282496782207,-49.1364,158.1986,0.0,
07/05/2023,18:28:49,3,RIGHT,505,245,541.0,490,253,182.72657168567466,-49.8106,158.7908,0.0,
07/05/2023,18:28:49,3,RIGHT,508,244,450.5,488,244,184.39088914585776,-49.4846,162.4744,0.0,
07/05/2023,18:28:49,3,RIGHT,502,241,194.0,490,246,185.40765895722862,-50.7806,160.641,0.0,
07/05/2023,18:28:49,3,RIGHT,507,245,502.0,490,251,183.4693434882242,-49.5066,159.353,0.0,
07/05/2023,18:28:49,2,RIGHT,507,249,448.5,490,251,183.4693434882242,-48.9843,159.353,278.56,
07/05/2023,18:28:49,3,RIGHT,512,258,618.0,490,260,180.27756377319946,-47.0146,156.5713,0.0,
07/05/2023,18:28:49,3,RIGHT,517,263,419.0,495,260,185.0,-45.5758,152.6761,0.0,
07/05/2023,18:28:49,3,RIGHT,518,266,544.0,500,263,188.80942773071476,-45.0,147.7244,0.0,
07/05/2023,18:28:50,3,RIGHT,520,266,617.0,500,265,188.2153022471871,-44.7121,146.7934,0.0,
07/05/2023,18:28:50,3,RIGHT,526,270,694.0,508,275,193.31063085097003,-43.2816,135.6437,0.0,
07/05/2023,18:28:50,3,RIGHT,531,271,815.5,510,280,194.164878389476,-42.4489,131.0091,0.0,
07/05/2023,18:28:50,3,RIGHT,535,274,744.0,513,275,198.17668884104407,-41.4677,132.5634,0.0,
07/05/2023,18:28:50,3,RIGHT,536,272,581.5,518,277,202.6153992173349,-41.6335,128.5302,0.0,
07/05/2023,18:28:50,3,RIGHT,538,273,482.0,520,275,205.0,-41.2231,128.7844,0.0,
07/05/2023,18:28:50,3,RIGHT,548,273,512.5,528,273,213.243991709028,-39.9536,126.2926,0.0,
07/05/2023,18:28:50,3,RIGHT,553,273,558.0,533,275,217.70163067832084,-39.3429,123.1113,0.0,
07/05/2023,18:28:51,3,RIGHT,558,272,457.5,540,275,224.5551157288562,-38.8939,120.63,0.0,
07/05/2023,18:28:51,3,RIGHT,562,272,221.0,543,275,227.49505489130968,-38.4281,119.6667,0.0,
07/05/2023,18:28:51,3,RIGHT,566,271,102.0,550,273,234.75306174787156,-38.1161,118.6571,0.0,
07/05/2023,18:28:51,3,RIGHT,558,272,99.0,550,275,234.3608329051593,-38.8939,117.6211,0.0,
07/05/2023,18:28:51,3,RIGHT,571,276,376.0,553,280,236.40854468483155,-36.8334,114.201,0.0,
07/05/2023,18:28:51,3,RIGHT,575,279,526.5,558,285,240.55976388415417,-35.9605,110.4223,0.0,
07/05/2023,18:28:51,1,RIGHT,356,367,408.5,338,363,46.61544808322666,-69.6384,-71.1568,-152.33,
07/05/2023,18:28:51,3,RIGHT,584,284,270.5,568,282,250.89440009693323,-34.2869,110.0715,0.0,
07/05/2023,18:28:51,3,RIGHT,586,286,395.5,573,294,254.33245958783948,-33.7894,103.4162,0.0,
07/05/2023,18:28:51,3,RIGHT,586,283,328.0,570,282,252.87150887357794,-34.2334,109.7223,0.0,
07/05/2023,18:28:51,3,RIGHT,591,284,682.5,570,285,252.43811122728675,-33.5924,108.2726,0.0,
07/05/2023,18:28:51,3,RIGHT,612,283,371.5,598,282,280.58510295452254,-31.7932,105.8324,0.0,
07/05/2023,18:28:52,3,RIGHT,610,278,717.0,585,277,268.4660127464927,-32.6753,109.5638,0.0,
07/05/2023,18:28:52,3,RIGHT,616,280,671.0,590,280,272.9468812791236,-31.866,107.6126,0.0,
07/05/2023,18:28:52,3,RIGHT,613,278,332.5,598,282,280.58510295452254,-32.4079,105.8324,0.0,
07/05/2023,18:28:52,3,RIGHT,617,274,116.0,610,277,293.17059879871994,-32.6083,106.4108,0.0,
07/05/2023,18:28:52,3,RIGHT,615,272,281.5,600,277,283.28254446753334,-33.058,107.5457,0.0,
07/05/2023,18:28:52,3,RIGHT,622,269,454.5,608,275,291.49442533262965,-32.8501,107.354,0.0,
07/05/2023,18:28:52,3,RIGHT,622,269,352.5,610,275,293.47061181658376,-32.8501,107.1303,0.0,
07/05/2023,18:28:52,3,RIGHT,623,270,191.5,615,277,298.11742652854093,-32.63,105.8953,0.0,
07/05/2023,18:28:52,3,RIGHT,631,272,197.5,623,275,306.3233585608515,-31.6897,105.8025,0.0,
22/10/2024,14:35:59,3,LEFT,359,576,266.0,369,583,275.74626017409554,-126.2408,-95.4312,0.0,
22/10/2024,14:35:59,3,LEFT,204,579,287.0,214,588,428.04906260848185,-138.9355,-93.9214,0.0,
22/10/2024,14:35:59,3,RIGHT,956,555,262.5,944,558,315.5724956329369,-51.8114,-170.1939,0.0,
22/10/2024,14:35:59,3,RIGHT,1255,543,621.5,1239,553,606.1319988253384,-33.9682,107.0167,0.0,
22/10/2024,14:35:59,3,RIGHT,966,576,376.0,919,578,286.56761854752534,-49.4358,-147.4074,0.0,
22/10/2024,14:35:59,3,LEFT,561,558,233.0,564,568,103.27632836231156,-101.0342,-100.2152,0.0,
22/10/2024,14:36:00,3,RIGHT,973,576,236.0,944,578,311.0401903291599,-48.8353,-167.074,0.0,
22/10/2024,14:36:00,3,LEFT,534,555,307.5,549,558,121.0826164236634,-104.6035,-101.2021,0.0,
22/10/2024,14:36:00,3,LEFT,89,568,453.0,104,573,539.0556557536522,-144.6599,-94.4192,0.0,
22/10/2024,14:36:02,3,LEFT,342,578,266.0,349,588,294.45033537083975,-128.0104,-94.787,0.0,
22/10/2024,14:36:02,3,RIGHT,983,562,238.0,974,568,342.4412358347049,-49.0196,167.3004,0.0,
22/10/2024,14:36:02,3,RIGHT,1257,548,523.0,1239,553,606.1319988253384,-33.5615,107.0167,0.0,
22/10/2024,14:37:08,3,LEFT,359,576,266.0,369,583,275.74626017409554,-126.2408,-95.4312,0.0,
22/10/2024,14:37:08,3,LEFT,204,579,287.0,214,588,428.04906260848185,-138.9355,-93.9214,0.0,
22/10/2024,14:37:08,3,RIGHT,956,555,262.5,944,558,315.5724956329369,-51.8114,-170.1939,0.0,
22/10/2024,14:37:08,3,RIGHT,1255,543,621.5,1239,553,606.1319988253384,-33.9682,107.0167,0.0,
22/10/2024,14:37:09,3,RIGHT,966,576,376.0,919,578,286.56761854752534,-49.4358,-147.4074,0.0,
22/10/2024,14:37:09,3,LEFT,561,558,233.0,564,568,103.27632836231156,-101.0342,-100.2152,0.0,
22/10/2024,14:37:09,3,RIGHT,973,576,236.0,944,578,311.0401903291599,-48.8353,-167.074,0.0,
22/10/2024,14:37:09,3,LEFT,534,555,307.5,549,558,121.0826164236634,-104.6035,-101.2021,0.0,
22/10/2024,14:37:10,3,LEFT,89,568,453.0,104,573,539.0556557536522,-144.6599,-94.4192,0.0,
22/10/2024,14:37:21,3,LEFT,359,576,266.0,369,583,275.74626017409554,-126.2408,-95.4312,0.0,
22/10/2024,14:37:21,3,LEFT,204,579,287.0,214,588,428.04906260848185,-138.9355,-93.9214,0.0,
22/10/2024,14:37:21,3,RIGHT,956,555,262.5,944,558,315.5724956329369,-51.8114,-170.1939,0.0,
22/10/2024,14:37:21,3,RIGHT,1255,543,621.5,1239,553,606.1319988253384,-33.9682,107.0167,0.0,
22/10/2024,14:37:21,3,RIGHT,966,576,376.0,919,578,286.56761854752534,-49.4358,-147.4074,0.0,
22/10/2024,14:37:21,3,LEFT,561,558,233.0,564,568,103.27632836231156,-101.0342,-100.2152,0.0,
22/10/2024,14:37:22,3,RIGHT,973,576,236.0,944,578,311.0401903291599,-48.8353,-167.074,0.0,
22/10/2024,14:37:22,3,LEFT,534,555,307.5,549,558,121.0826164236634,-104.6035,-101.2021,0.0,
22/10/2024,14:37:22,3,LEFT,89,568,453.0,104,573,539.0556557536522,-144.6599,-94.4192,0.0,
22/10/2024,14:43:59,3,LEFT,359,576,266.0,369,583,275.74626017409554,-126.2408,-95.4312,0.0,
22/10/2024,14:43:59,3,LEFT,204,579,287.0,214,588,428.04906260848185,-138.9355,-93.9214,0.0,
22/10/2024,14:43:59,3,RIGHT,956,555,262.5,944,558,315.5724956329369,-51.8114,-170.1939,0.0,
22/10/2024,14:43:59,3,RIGHT,1255,543,621.5,1239,553,606.1319988253384,-33.9682,107.0167,0.0,
22/10/2024,14:44:00,3,RIGHT,966,576,376.0,919,578,286.56761854752534,-49.4358,-147.4074,0.0,
22/10/2024,14:44:00,3,LEFT,561,558,233.0,564,568,103.27632836231156,-101.0342,-100.2152,0.0,
22/10/2024,14:44:01,3,RIGHT,973,576,236.0,944,578,311.0401903291599,-48.8353,-167.074,0.0,
22/10/2024,14:44:01,3,LEFT,534,555,307.5,549,558,121.0826164236634,-104.6035,-101.2021,0.0,
22/10/2024,14:44:01,3,LEFT,89,568,453.0,104,573,539.0556557536522,-144.6599,-94.4192,0.0,
22/10/2024,14:44:03,3,LEFT,342,578,266.0,349,588,294.45033537083975,-128.0104,-94.787,0.0,
22/10/2024,14:44:03,3,RIGHT,983,562,238.0,974,568,342.4412358347049,-49.0196,167.3004,0.0,
22/10/2024,14:44:03,3,RIGHT,1257,548,523.0,1239,553,606.1319988253384,-33.5615,107.0167,0.0,
22/10/2024,14:44:04,3,LEFT,530,495,332.5,539,503,168.80758276807353,-103.2474,-107.9825,0.0,
22/10/2024,14:44:04,3,RIGHT,1081,503,6952.0,829,503,233.6578695443404,-45.8303,-136.5131,0.0,
22/10/2024,14:44:06,3,LEFT,334,523,122.0,344,528,315.1920049747455,-125.0362,-100.2474,0.0,
22/10/2024,14:44:06,3,RIGHT,1256,510,447.5,1239,518,612.0792432357105,-35.9832,113.297,0.0,
22/10/2024,14:44:07,3,LEFT,339,561,217.0,349,568,298.564900817226,-127.0772,-96.6498,0.0,
22/10/2024,14:44:07,3,RIGHT,938,548,378.0,924,553,297.6927946726289,-53.8979,-158.4287,0.0,
22/10/2024,14:44:07,3,RIGHT,1250,533,959.0,1219,538,588.7282904702304,-34.8217,111.1551,0.0,
22/10/2024,14:44:08,3,LEFT,42,560,187.5,49,568,594.2566785489247,-146.3099,-94.4662,0.0,
22/10/2024,14:44:08,3,LEFT,200,546,241.5,209,553,438.5156781689795,-136.8172,-96.55,0.0,
22/10/2024,14:44:08,3,RIGHT,785,497,349.0,769,503,188.13824704190267,-72.4269,-125.7379,0.0,
22/10/2024,14:44:09,3,LEFT,316,556,217.0,324,563,324.0385779502188,-128.7813,-96.8356,0.0,
22/10/2024,14:44:09,3,RIGHT,968,606,116.0,954,608,316.5217212135685,-46.9344,-172.6476,0.0,
22/10/2024,14:44:09,3,LEFT,59,533,428.0,74,538,573.9564443405092,-143.7676,-96.518,0.0,
22/10/2024,14:44:10,3,LEFT,561,614,262.0,574,618,68.30812543175226,-102.7755,-93.1302,0.0,
22/10/2024,14:44:11,3,LEFT,299,587,101.5,304,593,338.14346067904376,-132.5035,-94.0234,0.0,
22/10/2024,14:44:11,3,RIGHT,950,574,357.5,939,583,305.1819129633996,-50.9961,-161.2587,0.0,
22/10/2024,14:44:11,3,RIGHT,1253,561,192.0,1229,563,594.8747767387688,-32.8859,105.6658,0.0,
22/10/2024,14:44:12,3,RIGHT,969,599,177.0,949,603,312.0833222073874,-47.4102,-165.9638,0.0,
22/10/2024,14:44:12,3,RIGHT,826,576,136.0,809,578,180.61284561182242,-63.9169,-112.264,0.0,
22/10/2024,14:44:13,3,LEFT,633,596,178.5,638,603,36.013886210738214,-90.9496,-96.4188,0.0,
22/10/2024,14:44:14,3,LEFT,223,584,192.0,234,583,408.8532744151623,-138.0432,-94.4229,0.0,
22/10/2024,14:44:14,3,RIGHT,813,530,424.5,799,533,191.92706948213427,-67.8762,-123.6901,0.0,
22/10/2024,14:44:14,3,RIGHT,1147,504,1554.0,1099,513,476.94444120882673,-41.7872,131.7845,0.0,
22/10/2024,14:44:14,3,RIGHT,1251,496,142.0,1239,498,616.3448709935047,-37.0492,116.6466,0.0,
22/10/2024,14:44:14,3,RIGHT,971,601,96.0,959,603,322.01863300125973,-47.078,178.4089,0.0,
22/10/2024,14:44:14,3,LEFT,294,576,196.0,319,578,325.7621831950418,-132.0865,-95.453,0.0,
22/10/2024,14:44:17,3,LEFT,151,585,332.5,164,588,477.73004929562467,-142.6077,-93.6752,0.0,
22/10/2024,14:44:18,3,LEFT,118,514,192.0,129,513,525.3341793563408,-139.5621,-98.6423,0.0,
22/10/2024,14:44:19,3,LEFT,172,590,2665.5,359,588,284.6067462306542,-141.7616,-94.8665,0.0,
22/10/2024,14:44:20,3,RIGHT,811,566,136.0,794,568,170.48753620133056,-66.3093,-113.4091,0.0,
22/10/2024,14:44:22,3,LEFT,217,568,126.0,224,573,420.21542094501956,-137.2568,-95.1381,0.0,
22/10/2024,14:44:22,3,RIGHT,743,558,171.0,734,563,121.65936051122412,-75.4258,-108.7413,0.0,
22/10/2024,14:44:23,3,LEFT,404,553,122.0,414,553,240.87548650703334,-120.1243,-98.9834,0.0,
22/10/2024,14:44:23,3,RIGHT,1011,531,332.5,999,538,373.89971917614486,-48.9378,157.9058,0.0,
22/10/2024,14:44:23,3,LEFT,24,543,748.5,54,558,590.581069794825,-145.9887,-95.1201,0.0,
22/10/2024,14:44:27,3,LEFT,79,588,171.0,89,593,551.9202840990716,-146.5467,-93.0301,0.0,
22/10/2024,14:44:27,3,LEFT,247,579,308.0,259,583,384.1041525419896,-135.966,-94.5804,0.0,
22/10/2024,14:44:27,3,RIGHT,919,551,192.5,909,553,283.365488371467,-55.4736,-150.3269,0.0,
22/10/2024,14:44:27,3,LEFT,143,543,101.5,149,548,498.37837031717174,-140.081,-96.4179,0.0,
22/10/2024,14:44:28,3,RIGHT,980,572,278.0,949,573,316.9479452528443,-48.542,-172.2348,0.0,
22/10/2024,14:44:30,3,LEFT,266,572,428.0,279,578,365.13148316736533,-134.0187,-95.1336,0.0,
22/10/2024,14:44:30,3,RIGHT,928,547,122.0,919,548,294.4163718273833,-54.8865,-156.8014,0.0,
22/10/2024,14:44:31,3,RIGHT,983,514,192.0,974,518,356.18253747201027,-52.2324,172.4674,0.0,
22/10/2024,14:44:31,3,RIGHT,915,588,1124.0,859,578,228.3002409109548,-53.2791,-121.6398,0.0,
22/10/2024,14:44:32,3,LEFT,154,574,192.0,164,578,478.90082480613876,-141.6295,-94.3932,0.0,
22/10/2024,14:44:32,3,LEFT,321,576,527.0,334,583,310.09837148879063,-129.7761,-95.1282,0.0,
22/10/2024,14:44:32,3,RIGHT,966,566,196.0,959,573,326.7353669255901,-50.1657,179.1319,0.0,
22/10/2024,14:44:32,3,RIGHT,1249,557,473.0,1234,563,599.8341437430851,-33.32,105.3955,0.0,
22/10/2024,14:44:32,3,RIGHT,1158,532,358.0,1119,533,491.5648482143531,-39.3795,123.3603,0.0,
22/10/2024,14:44:32,3,RIGHT,917,546,2468.5,814,553,194.9897433200013,-55.9902,-120.8466,0.0,
22/10/2024,14:44:32,3,LEFT,554,517,7005.5,625,533,106.92053123698928,-100.9096,-107.6572,0.0,
22/10/2024,14:44:33,3,LEFT,212,538,188.0,224,538,427.11356803548165,-135.4735,-97.8348,0.0,
22/10/2024,14:44:33,3,LEFT,43,543,312.0,54,548,592.0354719102564,-145.1502,-95.7482,0.0,
22/10/2024,14:44:33,3,RIGHT,893,513,171.0,884,518,273.25080054777516,-60.2829,-148.5513,0.0,
22/10/2024,14:44:33,3,RIGHT,1166,502,608.0,1144,508,521.7144813017941,-40.8688,125.1571,0.0,
